AREACD,AREANM,Method,mapvar,Retail (47),Health (Q),Professional (M),Education (P),Finance (K),Food and Drink (56),Admin and support (N),Public admin (O),Information and communication (J),Construction (F),Manufacturing (C) ,Transport (H),Arts (R),"Other Services (S,T,U)","Wholesale (45,46,48)",Accommodation (55),Real estate (L),"Agriculture, electricity, water, mining (A,B,D,E)"
W06000019,Blaenau Gwent,Bus,3.279652583,0.900208088,0.515697096,0.058807564,0.221659278,0.018094635,0.171899032,0.176422691,0.122138786,0.004523659,0.063331222,0.194517326,0.099520492,0.054283905,0.14475708,0.067854881,0.018094635,0.013570976,0.054283904
W06000013,Bridgend,Bus,4.268172241,0.795035554,0.58105083,0.0362128,0.138267053,0.044442981,0.289702397,0.162957598,0.174479853,0.04938109,0.075717672,0.141559126,0.059257308,0.06748749,0.064195417,0.077363708,0.069133526,0.027982618,0.027982618
W06000018,Caerphilly,Bus,5.118364297,0.996841354,0.534931902,0.103589987,0.310769962,0.074720647,0.33624291,0.242842102,0.154535883,0.03396393,0.10698638,0.37020684,0.125666542,0.074720647,0.11717556,0.110382773,0.011887376,0.03396393,0.071324255
W06000015,Cardiff,Bus,15.73791089,1.795854876,1.038026055,0.455694435,0.611747344,0.678555937,0.752344533,0.543941607,0.681048795,0.254271512,0.186465776,0.284185808,0.255268655,0.285182951,0.22236293,0.161537196,0.18148006,0.075782882,0.214385785
W06000010,Carmarthenshire,Bus,2.644814313,0.666568313,0.360778423,0.065718003,0.130094822,0.018776572,0.178377436,0.067059186,0.13680074,0.016094205,0.076447473,0.075106289,0.0576709,0.026823675,0.072423921,0.049623798,0.032188409,0.020117756,0.02145894
W06000008,Ceredigion,Bus,3.100633528,0.56042885,0.490375244,0.094420078,0.493421053,0.024366472,0.268031189,0.067007797,0.11878655,0.033503899,0.042641326,0.054824561,0.070053606,0.134015595,0.103557505,0.036549708,0.073099415,0.015229045,0.045687135
W06000003,Conwy,Bus,5.290808397,1.19519296,0.901867215,0.109449905,0.225466804,0.054724952,0.558194514,0.153229867,0.181686842,0.04596896,0.083181928,0.070047939,0.065669943,0.124772891,0.144473874,0.078803931,0.291136747,0.052535954,0.03502397
W06000004,Denbighshire,Bus,4.028021016,0.645347024,1.125158938,0.091164264,0.203920063,0.035985894,0.268694672,0.1127558,0.129549217,0.031187774,0.081568025,0.086366144,0.074370847,0.081568025,0.117553919,0.059976489,0.146342634,0.028788715,0.038384953
W06000005,Flintshire,Bus,3.623228444,0.826035307,0.306655248,0.080117137,0.127082355,0.077354477,0.277647319,0.204436832,0.082879797,0.040058568,0.074591817,0.49589745,0.098074426,0.041439898,0.074591817,0.136751665,0.058015858,0.017957289,0.046965219
W06000002,Gwynedd,Bus,5.017274274,1.046769453,0.787225631,0.113442995,0.405644648,0.041251998,0.43830248,0.218291824,0.213135324,0.07390983,0.125474828,0.192509325,0.08422283,0.096254662,0.127193661,0.096254662,0.240636656,0.022344832,0.072190997
W06000001,Isle of Anglesey,Bus,2.876823339,0.478119935,0.40923825,0.064829822,0.109400324,0.008103728,0.243111831,0.121555916,0.072933549,0.012155592,0.089141005,0.182333874,0.072933549,0.068881686,0.10534846,0.085089141,0.170178282,0.012155592,0.040518639
W06000024,Merthyr Tydfil,Bus,7.888305757,1.730699892,1.342093666,0.088137494,0.420656224,0.076118745,0.444693722,0.392612475,0.48074997,0.16425624,0.148231241,0.661031209,0.184287488,0.16024999,0.212331237,0.15223749,0.096149994,0.052081247,0.028043748
W06000021,Monmouthshire,Bus,2.000676432,0.36163072,0.291385904,0.036423238,0.101464735,0.020813279,0.132684653,0.101464735,0.059838177,0.018211619,0.054634857,0.049431537,0.065041496,0.023414939,0.052033197,0.023414939,0.057236517,0.00260166,0.01821162
W06000012,Neath Port Talbot,Bus,3.721398039,0.839442177,0.502891627,0.058025957,0.139262297,0.05415756,0.257248409,0.154735885,0.146999091,0.034815574,0.073499545,0.208893445,0.096709928,0.088973134,0.119920311,0.065762751,0.071565347,0.021276184,0.023210383
W06000022,Newport,Bus,8.251412123,1.466434934,1.306213339,0.241690202,0.350315012,0.397838366,0.608298935,0.358461873,0.642244189,0.148001303,0.141212253,0.429067999,0.226754291,0.133065392,0.180588746,0.186019987,0.226754291,0.096404519,0.097762328
W06000009,Pembrokeshire,Bus,3.25625736,0.454231078,0.325251883,0.039254538,0.138325514,0.018692637,0.233657962,0.166364469,0.192534161,0.022431164,0.61685702,0.175710788,0.127109931,0.063554966,0.061685702,0.052339384,0.114025086,0.028038955,0.117763612
W06000023,Powys,Bus,1.436753396,0.184912453,0.157093765,0.027818688,0.08672885,0.014727541,0.098183603,0.040909835,0.060546555,0.00490918,0.040909835,0.104729177,0.062182949,0.024545901,0.026182294,0.027818688,0.039273441,0.001636393,0.034364261
W06000016,Rhondda Cynon Taf,Bus,6.149460148,0.833434429,0.855271139,0.08734684,0.297221885,0.058231226,0.346961058,0.231711755,0.126167657,0.040033968,0.178333131,0.240203809,0.127380808,0.097052044,0.114036152,0.078854786,0.029115613,0.037607667,0.033968217
W06000011,Swansea,Bus,6.651489657,1.384827189,0.748652515,0.184463661,0.399521294,0.193461888,0.537194173,0.370726967,0.65147166,0.162867915,0.096281033,0.135873233,0.175465433,0.153869688,0.152070042,0.098980501,0.072885642,0.070186173,0.027894505
W06000014,The Vale of Glamorgan,Bus,4.753175331,0.70053686,0.659072061,0.061106019,0.226965213,0.058923661,0.388459692,0.192047488,0.12002968,0.043647156,0.063288377,0.067653092,0.091659028,0.093841386,0.091659029,0.05019423,0.072017808,0.015276505,0.030553009
W06000020,Torfaen,Bus,5.110461838,1.258393562,0.535650213,0.084576349,0.266543647,0.169152699,0.328053719,0.199907735,0.376749193,0.071761751,0.120457225,0.379312112,0.253729048,0.151212261,0.153775181,0.097390948,0.025629197,0.038443795,0.033317955
W06000006,Wrexham,Bus,5.918213912,1.37290795,0.931616109,0.130753138,0.276216004,0.10460251,0.398797071,0.233721234,0.300732218,0.063742155,0.088258368,0.59165795,0.137290795,0.119312238,0.168344665,0.150366109,0.057204498,0.029419456,0.094796025
E06000058,"Bournemouth, Christchurch and Poole",Bus,8.056731351,1.627727997,1.038975317,0.162717827,0.336979825,0.997746138,0.600846572,0.29904898,0.234731461,0.166016162,0.101698642,0.234731461,0.208894508,0.159419493,0.195701171,0.101698642,0.251772855,0.055521961,0.012093893
E06000059,Dorset,Bus,3.212251963,0.622130798,0.394476081,0.07149487,0.179364323,0.030103103,0.240197677,0.099716529,0.125429596,0.021950179,0.085919274,0.1241753,0.075257758,0.06522339,0.087800718,0.045154655,0.12103956,0.018814439,0.020695884
E07000246,Somerset West and Taunton,Bus,3.15797847,0.80739248,0.420268335,0.100758339,0.124622156,0.06098531,0.200190911,0.104735642,0.238638172,0.03314419,0.045076099,0.058333775,0.051704937,0.05568224,0.063636846,0.035795726,0.057008008,0.011931909,0.068939916
E07000245,West Suffolk,Bus,2.5955362,0.505171475,0.213391399,0.047904192,0.088187262,0.031573217,0.165487207,0.167664671,0.067501361,0.020685901,0.045726728,0.108873163,0.048992923,0.068590093,0.075122482,0.071856287,0.262384322,0.019597169,0.01306478
E07000244,East Suffolk,Bus,2.984657742,0.440915348,0.258364424,0.050874848,0.096761966,0.04289448,0.15860982,0.11072761,0.090776689,0.191528839,0.035911657,0.373082218,0.068830677,0.041896934,0.051872394,0.04788221,0.072820861,0.014963191,0.097759512
